ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-11-10T23:29:53Z,"Android OS 11 API 30 (OnePlus, HD1910)",2587315,JP,219.100.182.9,,,,,47. あけましておめでとうございます！令和2年が始まりました！,Let’s learn Japanese from small talk!,spotify:episode:1xO6u2shxuPW9lTgTSWD1C,,,,,trackdone,trackdone,False,False,False,,False
2021-11-10T23:42:22Z,"Android OS 11 API 30 (OnePlus, HD1910)",747951,JP,219.100.182.9,,,,,37. かっこいい名字(cool surname)と国民的アイドル(nationally renowned pop stars),Let’s learn Japanese from small talk!,spotify:episode:2QlROLbAAm4F47xhB4sdry,,,,,trackdone,endplay,False,False,False,,False
2021-11-11T05:40:07Z,"Android OS 11 API 30 (OnePlus, HD1910)",1491086,JP,219.100.180.102,,,,,37. かっこいい名字(cool surname)と国民的アイドル(nationally renowned pop stars),Let’s learn Japanese from small talk!,spotify:episode:2QlROLbAAm4F47xhB4sdry,,,,,clickrow,trackdone,False,False,False,,False
2021-11-11T05:44:40Z,"Android OS 11 API 30 (OnePlus, HD1910)",14272,JP,219.100.180.102,,,,,48. 1周年記念(one year anniversary)エピソード！,Let’s learn Japanese from small talk!,spotify:episode:6HK54d8X0QNpb6CXsKVnvp,,,,,trackdone,endplay,False,False,False,,False
2021-11-15T12:34:53Z,"Android OS 11 API 30 (OnePlus, HD1910)",2124179,JP,219.100.182.230,,,,,48. 1周年記念(one year anniversary)エピソード！,Let’s learn Japanese from small talk!,spotify:episode:6HK54d8X0QNpb6CXsKVnvp,,,,,clickrow,trackdone,False,False,False,,False
2021-11-15T12:45:40Z,"Android OS 11 API 30 (OnePlus, HD1910)",18045,JP,219.100.182.230,,,,,おまけエピソード! Japan Food Trends for 2019-2020,Let’s learn Japanese from small talk!,spotify:episode:4PVWq7bAQVy3x2ZJ1JR8cD,,,,,trackdone,unexpected-exit-while-paused,False,False,False,,False
2021-11-17T23:07:14Z,"Android OS 11 API 30 (OnePlus, HD1910)",1124926,JP,103.90.16.58,,,,,おまけエピソード! Japan Food Trends for 2019-2020,Let’s learn Japanese from small talk!,spotify:episode:4PVWq7bAQVy3x2ZJ1JR8cD,,,,,clickrow,trackdone,False,False,False,,False
2021-11-17T23:40:47Z,"Android OS 11 API 30 (OnePlus, HD1910)",2012891,JP,89.187.161.82,,,,,49. きのこ派？たけのこ派？大論争(big argument)! 〜日本のおかし〜,Let’s learn Japanese from small talk!,spotify:episode:1tINt3KOrpz1t8Elo1Nytb,,,,,trackdone,trackdone,False,False,False,,False
2021-11-17T23:41:00Z,"Android OS 11 API 30 (OnePlus, HD1910)",10865,JP,89.187.161.82,,,,,50. ハンバーガーとお米とインスタントラーメンと！～ラーメンよりインスタントラーメン派(an instant noodles person)～,Let’s learn Japanese from small talk!,spotify:episode:07TUGMyrBOMck7FPyhMfu1,,,,,trackdone,endplay,False,False,False,,False
2021-11-27T00:58:24Z,"Android OS 11 API 30 (OnePlus, HD1910)",0,JP,153.194.19.29,,,,,JLPT N4 Vocabularies (Japanese - English),Tokutei Ginou Indonesia,spotify:episode:0I2kYjovBMx7LaQbHNx4fN,,,,,clickrow,unexpected-exit,False,False,False,,False
2021-11-27T01:14:06Z,"Android OS 11 API 30 (OnePlus, HD1910)",912606,JP,153.194.19.29,,,,,JLPT N4 Vocabularies (Japanese - English),Tokutei Ginou Indonesia,spotify:episode:0I2kYjovBMx7LaQbHNx4fN,,,,,appload,endplay,False,False,False,,False
2021-11-27T01:27:15Z,"Android OS 11 API 30 (OnePlus, HD1910)",787381,JP,153.194.19.29,,,,,JLPT N3 Vocabularies (Japanese - English),Tokutei Ginou Indonesia,spotify:episode:103URSw2Ar7EdleBS2rTaT,,,,,clickrow,endplay,False,False,False,,False
2021-11-27T01:33:25Z,"Android OS 11 API 30 (OnePlus, HD1910)",368251,JP,153.194.19.29,,,,,26. JLPT Listening exercise inc 2 Questions!!,SHOTA の NIHONGO ポッドキャスト | Listen REAL Japanese,spotify:episode:2cWJ5jUiOwq7mIOpe4YQ7N,,,,,clickrow,endplay,False,False,False,,False
2021-11-27T02:08:13Z,"Android OS 11 API 30 (OnePlus, HD1910)",2087645,JP,153.194.19.29,,,,,50. ハンバーガーとお米とインスタントラーメンと！～ラーメンよりインスタントラーメン派(an instant noodles person)～,Let’s learn Japanese from small talk!,spotify:episode:07TUGMyrBOMck7FPyhMfu1,,,,,clickrow,trackdone,False,False,False,,False
2021-11-27T02:44:28Z,"Android OS 11 API 30 (OnePlus, HD1910)",2173164,JP,153.194.19.29,,,,,51. 春が来た Spring has come! 旅行に行こう Let’s go on a trip! 〜大分(おおいた)・広島(ひろしま)編〜,Let’s learn Japanese from small talk!,spotify:episode:2CW4HIhTyxbsuKF8M0pjJU,,,,,trackdone,trackdone,False,False,False,,False
2021-11-27T03:24:49Z,"Android OS 11 API 30 (OnePlus, HD1910)",2409616,JP,103.90.18.233,,,,,52. 居酒屋(いざかや Japanese pub)でいつも何を注文する？～ゆるキャラと居酒屋さんでの好きな食べもの～,Let’s learn Japanese from small talk!,spotify:episode:7AWhrJI2BewxKVhFhvCng6,,,,,trackdone,trackdone,False,False,False,,False
2021-11-27T03:42:11Z,"Android OS 11 API 30 (OnePlus, HD1910)",1052515,JP,103.90.18.233,,,,,第1回ひとりごとシリーズ ,Let’s learn Japanese from small talk!,spotify:episode:3AmQvZ8xK8i1HSUCdzJ1Hx,,,,,trackdone,trackdone,False,False,False,,False
2021-11-27T04:24:07Z,"Android OS 11 API 30 (OnePlus, HD1910)",2515697,JP,153.194.19.29,,,,,53. 花粉症(hay fever)でもお花見(Cherry-blossom viewing)がしたい!,Let’s learn Japanese from small talk!,spotify:episode:6G32C4Dk958JgEQFCOtC9q,,,,,trackdone,trackdone,False,False,False,,False
2021-11-27T05:57:06Z,"Android OS 11 API 30 (OnePlus, HD1910)",786001,JP,103.5.142.121,,,,,第2回ひとりごとシリーズ: 朝ご飯(あさごはん)について,Let’s learn Japanese from small talk!,spotify:episode:0dV8eorc2DzwVY6IOQFKkR,,,,,trackdone,logout,False,False,False,,False
2021-11-27T05:57:12Z,"Android OS 11 API 30 (OnePlus, HD1910)",3941,JP,103.5.142.121,,,,,第2回ひとりごとシリーズ: 朝ご飯(あさごはん)について,Let’s learn Japanese from small talk!,spotify:episode:0dV8eorc2DzwVY6IOQFKkR,,,,,appload,endplay,False,False,False,,False
2021-11-29T10:04:34Z,"Android OS 11 API 30 (OnePlus, HD1910)",330309,JP,89.187.161.56,,,,,第2回ひとりごとシリーズ: 朝ご飯(あさごはん)について,Let’s learn Japanese from small talk!,spotify:episode:0dV8eorc2DzwVY6IOQFKkR,,,,,clickrow,trackdone,False,False,False,,False
2021-11-29T13:58:53Z,"Android OS 11 API 30 (OnePlus, HD1910)",1316254,JP,89.187.161.56,,,,,54.人気のレストランとラーメンの極意(ごくい、secrets),Let’s learn Japanese from small talk!,spotify:episode:0DzgNqjPbjzhfEPhJ6vcoq,,,,,trackdone,logout,False,False,False,,False
2021-11-30T05:03:34Z,"Android OS 11 API 30 (OnePlus, HD1910)",453880,JP,150.65.207.36,,,,,54.人気のレストランとラーメンの極意(ごくい、secrets),Let’s learn Japanese from small talk!,spotify:episode:0DzgNqjPbjzhfEPhJ6vcoq,,,,,appload,logout,False,False,False,,False
2021-11-30T05:03:51Z,"Android OS 11 API 30 (OnePlus, HD1910)",9597,JP,150.65.207.36,,,,,54.人気のレストランとラーメンの極意(ごくい、secrets),Let’s learn Japanese from small talk!,spotify:episode:0DzgNqjPbjzhfEPhJ6vcoq,,,,,appload,logout,False,False,False,,False
2021-12-02T04:43:19Z,"Android OS 11 API 30 (OnePlus, HD1910)",1448045,JP,103.5.142.120,,,,,Applying k-Nearest Neighbors to Time Series,Data Skeptic,spotify:episode:0sj0bx0X6tMQJebvjkdidp,,,,,clickrow,trackdone,False,False,False,,False
2021-12-02T04:44:27Z,"Android OS 11 API 30 (OnePlus, HD1910)",65978,JP,103.5.142.120,,,,,Change Point Detection in Continuous Integration Systems,Data Skeptic,spotify:episode:3HXBHzsl20ttYK3vGxm9cd,,,,,trackdone,endplay,False,False,False,,False
2021-12-02T05:05:47Z,"Android OS 11 API 30 (OnePlus, HD1910)",1278140,JP,103.5.142.120,,,,,OSPod Episode 24: Girls Night!,Overly Sarcastic Podcast,spotify:episode:3K5NDwV60QVMIHcWK9HuKG,,,,,clickrow,trackdone,False,False,False,,False
2021-12-02T05:07:02Z,"Android OS 11 API 30 (OnePlus, HD1910)",73852,JP,103.5.142.120,,,,,"OSPod Episode 25: Britain, Athens, and Enemies to Lovers Fanfic",Overly Sarcastic Podcast,spotify:episode:09oNRzRq9VWdEawdXCyG6P,,,,,trackdone,endplay,False,False,False,,False
2021-12-03T23:11:53Z,"Android OS 11 API 30 (OnePlus, HD1910)",1573760,JP,103.90.16.67,,,,,"OSPod Episode 25: Britain, Athens, and Enemies to Lovers Fanfic",Overly Sarcastic Podcast,spotify:episode:09oNRzRq9VWdEawdXCyG6P,,,,,clickrow,endplay,False,False,False,,False
2021-12-06T16:59:39Z,"Android OS 11 API 30 (OnePlus, HD1910)",1883012,JP,103.90.16.52,,,,,"OSPod Episode 25: Britain, Athens, and Enemies to Lovers Fanfic",Overly Sarcastic Podcast,spotify:episode:09oNRzRq9VWdEawdXCyG6P,,,,,clickrow,trackdone,False,False,False,,False
2021-12-08T05:54:58Z,"Android OS 11 API 30 (OnePlus, HD1910)",1623207,JP,219.100.180.122,,,,,OSBonus! Back to School with OSP,Overly Sarcastic Podcast,spotify:episode:0hfMUt75vKsZOIw6ycXnds,,,,,trackdone,logout,False,False,False,,False
2021-12-10T12:22:32Z,Windows 10 (10.0.18363; x64),430270,JP,150.65.234.104,,,,,OSPod Episode 27: Happy One Year OSPod!,Overly Sarcastic Podcast,spotify:episode:4EmislDhQkWD9FMQkMji9N,,,,,playbtn,remote,True,False,False,,True
2021-12-11T08:58:03Z,"Android OS 11 API 30 (OnePlus, HD1910)",115221,JP,219.100.180.100,,,,,OSPod Episode 27: Happy One Year OSPod!,Overly Sarcastic Podcast,spotify:episode:4EmislDhQkWD9FMQkMji9N,,,,,clickrow,endplay,False,False,False,,False
